Timestep	7
1	15.15722371
2	14.67167692
3	14.75913846
4	15.34512925
5	14.60063562
6	15.37627883
7	14.8033718
8	15.07161199
9	14.87326284
10	14.93154876
11	15.45911705
12	14.74106716
13	15.0204136
14	15.06755359
15	14.83311269
16	14.93883853
17	14.62610277
18	15.47025493
19	14.65517699
20	15.30605268
21	14.78625335
22	14.63241907
23	15.10116035
24	15.15958805
25	15.3897843
26	15.47712
27	14.8113367
28	15.22802326
29	15.09833009
30	15.38467337
31	14.908283
32	15.36781103
33	14.70178422
34	15.20468861
35	15.21795595
36	14.99942357
37	14.50729653
38	15.1289012
39	15.23367603
40	15.19265311
41	15.33909446
42	14.71666801
43	15.49388854
44	14.75071653
45	14.52343478
46	14.79425057
47	14.62371354
48	14.54487766
49	14.86107895
50	14.77567052
51	14.83108682
52	14.76917452
53	14.71421441
54	14.50390298
55	15.12604011
56	14.86716858
57	15.09039317
58	14.99491713
59	14.76303211
60	15.16984641
61	14.96065395
62	15.40266327
63	15.13641392
64	15.14657873
65	14.52077067
66	15.39709491
67	15.01881547
68	14.56670245
69	14.67932733
70	15.45467468
71	14.57546654
72	14.92751638
73	14.84948014
74	15.08934025
75	14.7332762
76	14.70536823
77	14.69404979
78	14.89471056
79	15.02081138
80	15.23151372
81	14.81882359
82	14.67465037
83	14.9943315
84	15.08306327
85	14.94203447
86	14.91705919
87	14.66425254
88	15.23212022
89	15.19187481
90	15.43816304
91	15.39056155
92	15.14328832
93	15.09649437
94	15.44246744
95	15.00385521
96	14.57840576
97	14.70014476
98	14.56475441
99	14.64954001
100	15.19313779
101	15.23215256
102	14.50774471
103	15.11618684
104	15.10027022
105	14.6887261
106	14.57709832
107	15.48159571
108	15.21350788
109	14.99873288
110	15.27645266
111	14.99490109
112	15.21486668
113	14.84058695
114	15.48751572
115	14.80170515
116	15.21209501
117	14.8795338
118	15.1208956
119	15.46971746
120	14.61235763
121	14.66769639
122	15.38455536
123	14.7532981
124	15.16205616
125	15.47510456
126	15.2107477
127	14.91947273
128	14.88768055
129	15.33351263
130	15.37511643
131	15.23094046
132	15.49962552
133	14.5089724
134	14.86560902
135	14.71504774
136	14.89601217
137	15.22230343
138	15.41474151
139	14.75133149
140	15.25162706
141	14.829203
142	15.48589059
143	14.72097581
144	14.93308713
145	15.22207702
146	15.46751282
147	15.0162263
148	15.40066862
149	14.61911057
150	15.48185365
151	15.02624266
152	14.95298343
153	14.90401874
154	15.09823313
155	15.30759424
156	14.98943361
157	15.35268326
158	14.70541154
159	14.89639099
160	14.73531358
161	15.16648665
162	15.30766894
163	15.33791916
164	15.29559619
165	14.60797779
166	14.65880581
167	15.14215049
168	14.74288462
169	15.14038404
170	14.87852605
171	15.06698515
172	15.09383818
173	15.21448731
174	14.87456804
175	15.18796848
176	15.29526147
177	15.16148526
178	14.88442752
179	14.61868292
180	15.43364585
181	14.90470901
182	15.29764184
183	14.63520304
184	15.41312312
185	15.18750082
186	15.09401704
187	15.15145408
188	14.76109532
189	15.42220596
190	14.88403694
191	15.09254459
